Movie ID,User ID,Rating,Review date,Review text,Positive interact,Total interact,User link
tt9288030,ur44482045,4,15 February 2022,"It's always perilous to compare a film with a book, a series with a film etc. I enjoyed the Tom Cruise films about Reacher and looked forward to the series. There are some elements I like - the background material in particular. But I don't think it works when you have a big guy beating up smaller guys. In Tom Cruise's case the little guy beat up the big guy, but in this case it's hard to cheer for the big guy defeating the little guys. I also preferred Cruises' aesthetic relationship with women.",19,136,/user/ur44482045/?ref_=tt_urv
tt9288030,ur48560127,8,13 February 2022,"... a very popular series.. forty-two-thousand-votes to date.. more than a third giving it a 10... half an 8 or 9... sure, it's typical action-hero-stuff... yet it's well-cast (for the most part), well-acted & produced... with lots of well-choreographed-enacted-stunts.. (always an audience-favorite)... now lets see if they can keep it all up next-season.",13,32,/user/ur48560127/?ref_=tt_urv
tt9288030,ur71629917,9,20 February 2022,"Crikey this is a great series and really has it all. Solid acting all the way around and definitely worth watching. You will be hooked after watching the first episode and will be vested all the way till the end. Action, drama and some dry humor makes this show a complete home run. If you are looking for your next binge show, this is definitely worth your time.",17,27,/user/ur71629917/?ref_=tt_urv
tt9288030,ur48961864,7,27 February 2022,"Alan Ritchson was quite good as Jack reacher and his sidekick was quite good as Roscoe, they were the highlights in terms of the cast.The show was well-made and was entertaining.I thought that it would've been more credible and more interesting if there had been less homicides. In many ways this show was very over-the-top, but it wasn't bad. It was very entertaining and I was able to get through the whole season, which says a lot.",2,4,/user/ur48961864/?ref_=tt_urv
tt9288030,ur29755759,4,8 February 2022,"On the good side it moves along and the guy is like the books said, big and tough. Story is a bit weird and is really just linking fight scenes which are pretty much what you get in the books.Definite improvement on Tom C.On the down side it all gets a bit boring very quickly, story is weak and after a short while it gets very repetative. Not a winner but I have seen much worse.",69,181,/user/ur29755759/?ref_=tt_urv
tt9288030,ur86674245,10,11 February 2022,"I was so looking forward to this new Reacher and I was not disappointed. We finally have the next generation of action hero after the huge hole left by Arnold Schwarzeneggar. Ritchson nails the role and is a true modern day hero...a good guy, not some criminal anti-hero like so many of today's action films. He has a commanding presence like John Wayne and Arnold. What a refreshing change from all the small man complex actors who want to play tough guys. Well written, well cast and totally engrossing. The character of Roscoe was also very well played. I can't wait for Season 2. If the producers remember that it's an entertainment, not a platform for propaganda this series will have a great and long run.",53,76,/user/ur86674245/?ref_=tt_urv
tt9288030,ur12740916,8,9 February 2022,"Exciting, a pinch of humor, not one episode is boring and very good actors. It is worth it .. A clearly told detective story, easy to digest and beautiful to watch. So it doesn't bother that the somewhat more profound dialogues remain superficial. But that's not bad, the Entertainment is always good.",31,51,/user/ur12740916/?ref_=tt_urv
tt9288030,ur23402006,7,5 February 2022,"I agree it's not as good but The Bridge is a 10 and this is at least a 7. It's certainly not deserving of the ridiculously low ratings some have given it. It's early yet so the ratings a bit high at 8.9, but it'll end up being in the high 7's and that's about right. I'm certainly glad I watched it. Very entertaining and much better than most the recent crime shows out. The Bridge, Babylon Berlin and Bosch were fantastic but those are older shows (referring to other reviews comments), as was Criminal Minds. I have to say this is the best in a good while.You certainly don't want to miss it!!",104,167,/user/ur23402006/?ref_=tt_urv
tt9288030,ur82146887,8,9 February 2022,"Reacher as he should be. Great acting from all. Blood, violence and lame jokes, just what TV should be, plus no woke crap. Season 2 please, c'mon TV for adults not the kids who don't actually pay for the service.",43,61,/user/ur82146887/?ref_=tt_urv
tt9288030,ur26579233,8,21 February 2022,"First of all, I'm really impressed someone decided to give the Reacher franchise a THIRD chance!! Specially after the first great movie, and the ""not-so-good"" sequel.The casting is superb! Alan Ritchson is quite intimidating (although a bit much of a bodybuilder for a hobo that has no consistent training), and quite likeable. The season as a whole is a great adaptation of the book it represents, with lots of added little moments of backstory for character development/understanding not present in the original Killing Floor story, and immaculate execution.I hope this becomes a thing!! There are more than 15 books, so more seasons would be a dream come true.I quite enjoyed the ride, mystery and murders.. and would easily recommend this to anyone.",9,14,/user/ur26579233/?ref_=tt_urv
tt9288030,ur98571307,8,5 February 2022,"Jack Reacher never loses and despite some bad situations he always comes out on top, it's a bit silly but it makes for relaxing and fun action, this show is the same, I was worried they would try and tone it down, but no.If you like a good mystery where the hero takes everybody on but wins you'll enjoy Reacher. It's strangely relaxing.",394,434,/user/ur98571307/?ref_=tt_urv
tt9288030,ur23183310,7,11 February 2022,"Alan Ritchson plays this analytical, straight-talking, kick-butt ""giant"" of a character perfectly! :-) I can watch him all day with his unconventional way of interacting with people! I also loved the hardcore action/fight scenes that you don't often see in a TV series! :-) But, I could have done without the overly convoluted plot that creates unnecessary confusion and has more than a few holes :-( I am hoping the second season will do better on this front :-)",7,21,/user/ur23183310/?ref_=tt_urv
tt9288030,ur80922659,9,5 February 2022,"Surprisingly good show, with great action scenes and a likeable main character. An interesting crime story that reminds us of good old-fashioned entertainment.The story follows the atmosphere from the books well, and the casting is great. Alan Ritchson is a great choice for the role of Jack Reacher, not only does he look like him, but he conveyed his character well on screen.Most of today's series is unwatchable, but this is a really positive surprise. The series follows the plot of the first book, ""Killing Floor,"" and Reacher tries to find the culprits responsible for a series of murders.The show is a real surprise, because it does not suffer from most of the common flaws of today's film production. There are only a few small things that could be better, but this is definitely better than the vast majority of today's shows, because it tries to entertain the viewer, and not bother him with unnecessary things.The fight scenes are excellent, tense and brutal. Alan Ritchson is convincing in the role of Jack Reacher, but the other actors also portrayed their characters well. A really pleasant surprise, considering that most good stories are ruined by today's writers.The show looks interesting, very cinematic and is well directed. The soundtrack is good, it blended in perfectly with the atmosphere of the story.An interesting crime story with an excellent main character, tense plot, brutal action and a good cast.",unknown,User-unknown,/user/ur80922659/?ref_=tt_urv
tt9288030,ur75875398,9,7 February 2022,"Yes, this is the Jack from the books: stands 6'4"", ""mountain of a man."" Series is good, no agenda stuff, true to the books. Main character is perfect with hot cop at his side and a good mystery murder. It is a bit far fetched he wins every fight but that is also fun to watch. We watched it in a weekend and would highly recommend it to others.",70,89,/user/ur75875398/?ref_=tt_urv
tt9288030,ur1159678,1,17 February 2022,"I did NOT like Goodwin who I felt made Findlay SO unpleasant, he WAS unpleasant. Oversold me and I could barely stand it when he was in the scene.I also did not like the pacing which I found slow and prompted lots of skipping and fast forwarding.I found the writing and directing boring. Too bad. The books (Child's) are classic escapist fun. The series is not.",11,48,/user/ur1159678/?ref_=tt_urv
tt9288030,ur6025018,9,13 February 2022,"I've not read any of the Jack Reacher novels. I thought that the first ""Jack Reacher"" film with Tom Cruise was good. This series puts those films to shame.While Cruise didn't have the imposing physique, he did seem to possess Reacher's wit. But a two-hour film isn't enough to give us a true picture of Jack Reacher like this series is able.I first saw Alan Ritchson in Season 4 episode of Smallville where he played a young ""Aquaman."" Years later in Titans. But Ritchson absolutely nails the Reacher role. He plays him cooly, intelligently, and as though he knows as much about the character as Lee Child does. Word has it that he read all of the Reacher novels, so it may not be that much of a stretch to suggest that his knowledge of the character is on par with Child's.What starts out as a seemingly simple murder case, quickly cascades into a massive conspiracy and leaving the viewer to wonder who is involved and who isn't. It takes exceptional writing to pull this off well; to make the viewer begin to question everyone. What makes it better, is that despite his massive frame, Reacher is incredibly smart. He sees and notices things that average detectives don't. As I was watching Ritchson, I couldn't help thinking: ""This guy might make the perfect Batman.""When you find yourself watching 2-3 episodes at a time, then you know you've got yourself a gem of a series. While there are some graphic scenes, nothing feels like it's done gratuitously. It's all there for a reason. No more and no less.Anyone who watches this series is going to forget the films completely. This is the Reacher series that sets the true bar. I'm already looking forward to the next season.",15,34,/user/ur6025018/?ref_=tt_urv
tt9288030,ur85220553,9,21 February 2022,"Wow sure glad i clicked on this, starting out i didnt know if the man guy was just eye candy but turns out he can act as well as the girl he hooks up with Goodwin who i recognize from the work cant really act but his character was good and he didnt butcher it. Its Reacher so its gonna get a little far fetched but it actually is more believable than the movies were
hope this is popular enough for more seasons but its gonna be hard for me to lose that girl cop she was the best person in the series, she didnt die but you know Reacher hes a wonder.",5,12,/user/ur85220553/?ref_=tt_urv
tt9288030,ur4413144,9,10 February 2022,"Bottom line: Ritchson is head & shoulders above Cruise's portrayal of Reacher (no pun intended). I think casting Cruise was banking on the audience not knowing the story. Here, we get Ritchson, who truly embodies the character, which even Lee Child is not shy to point out. Alan actually read all the books to prepare for his role. He's been in a lot but this will be the role that defines his career, I think. Willa Fitzgerald is perfectly cast as the small but mighty Detective & sidekick. There are a lot of great cast here, including Jenkins and White who perfectly portray the brothers in their youth. Seasoned viewers will see a collage of familiar action scenarios and characters here, although the lack of uniqueness doesn't detract from the great presence of the series on its own merits. In fact, Ritchson could be said to resemble Schwarzenegger and Cruise with a bit of JCVD. The show reminds me of a cross of Hardy Boys, Jack Ryan, Justified, and The Equalizer just to name a few.There is a good story, good action, and some clever humor. But beware, there is some pretty shocking visuals in this series. Parents should not take the MA rating lightly. If we still had the old system, it would be rated X for extreme gore and nudity, never mind the bad language and frequent blood spatter.",unknown,User-unknown,/user/ur4413144/?ref_=tt_urv
tt9288030,ur3835197,8,9 February 2022,"Having only seen the two movies, I loved this series enough for a one-day binge, and was delighted to learn there've been 26 Reacher novels. Since this only covered one of them, the road is already paved for many more seasons to savor. I quickly understood why fans of the print Reacher hated the Cruise incarnation of their hero. Fight sequences here were executed at feature-film levels.I'm parsimonious with my 9s and 10s, but this one flirted with that lofty realm. Points off for the following: Wasting Kristin Kreuk by casting her in such a wimpy little role. She would have made a fine Roscoe, based on several of her previous gigs. The material could have been covered more excitingly if trimmed to 6 or 7 episodes. I would have liked seeing how the young brothers handled the bullies in those flashbacks. The wind-down after the Climactic Battle was a protracted drag, diluting the punch of all we'd just shared with our protagonists.Season 2, please, Amazon. Soon.",9,17,/user/ur3835197/?ref_=tt_urv
tt9288030,ur54148523,8,4 February 2022,"Aside from the extreme breaches of the law, being held in a prison instead of a jail and the lies told about searches (Ep1) so far this seems like it will have some sustainability. You do have to set aside a lot of reality and truth and belief but I like it so far. Better than that cruddy Tom Cruise movie. They also actually got a guy to play Reacher that actually fit the description given in the books.",391,463,/user/ur54148523/?ref_=tt_urv
tt9288030,ur24923120,8,11 February 2022,"This is much better than the ""short actor"" portrayed. Alan Ritchson played the part well, almost identical to the book. I was a little disappointed with his last couple of fights, his opponents were smaller and weaker, but he struggled with them - should the baddies have been beefier? Would have been more realistic. Wasn't perfect, but was entertaining. I'd recommend this.",14,21,/user/ur24923120/?ref_=tt_urv
tt9288030,ur1607159,7,6 February 2022,"I wanted to like this more; but, I expected to hate this more...Having read about half of the Jack Reacher books, I really wanted a dramatic depiction of the character that was close to the book. Cruise did a great job of portraying an ex-investigator/loner whose name HAPPENED to be Jack Reacher. But, he wasn't Jack Reacher.Alan Ritchson isn't Jack Reacher either. He might be closer physically to the character but he looks more like a frat boy and less like a career soldier. I think they need to keep looking but I'm sure they won't.The story moved at a brisk pace, like one of Lee Child's novels. The director produced a final battle scene that so fit the book, I thought I'd seen the series before... which was impossible, of course. Some of it is formulaic... none of it is surprising. But, it makes for a tight action series and very watchable. I watched all the episodes in one day.And, I'll probably do the same if they come out with a second series...",unknown,User-unknown,/user/ur1607159/?ref_=tt_urv
tt9288030,ur85802235,10,4 February 2022,"Just love this, came to it thinking it may just be ok, but it's a very very good show. Great action, great acting and great writing. Also it's amazing to see a show in 2022 that's Isn't full of woke BS.",346,454,/user/ur85802235/?ref_=tt_urv
tt9288030,ur97095758,9,23 February 2022,"Jack Reacher is an ex-military man, he takes a bus to the small Georgia town, walks to town to look up an old blues singer's home, immediately gets arrested for murder, but eventually works with local law enforcement to help solve the mysteries, and there are several.Reacher is a quality series that I look forward to continuing with season 2.Its has some genuinely funny moments and the additional action scenes are deliver really well.Definitely recommend it to anyone. You don't need to have read the book to understand & enjoy it.",6,12,/user/ur97095758/?ref_=tt_urv
tt9288030,ur44299906,8,7 February 2022,"This 8 was because they got Reacher pretty close to the Reacher in the novels. The story was good and the cast was fine. I would give this a seven if it wasn't for the fact that I liked seeing Reacher on film. Nothing deep, no great acting etc. But it was entertaining.",34,44,/user/ur44299906/?ref_=tt_urv
tt9288030,ur44376731,6,27 February 2022,"Reacher (2022, Amazon) (C+)
'Reacher' is a crime thriller streaming show developed for Amazon Prime Video. It is based on Lee Child's series of popular books regarding a former military policeman who rights wrongs. This first season of Amazon's 'Reacher' is based on the first book about Jack Reacher, 'Killing Floor'. The show stars Alan Ritchson who most would recognize from his stints in various DC shows including 'Smallville' and more recently 'Titans'. The show has already been renewed for a second season.Jack Reacher is a former military cop now disillusioned and wary of the government he served faithfully. He now lives essentially as a hobo with just the clothes on his back and money in his pocket. He has little to know digital footprint and he excels at uncovering and destroying bad guys. While in theory Reacher is supposed to be more of an antihero he winds up devolving into straight up hero by the end of the show which I imagine is a pretty standard arc for him in any given story. He randomly blows into a quiet, rural Georgia town to walk in the footsteps of an old, nearly forgotten blues man. The welcome wagon is not too welcoming and before long he is under arrest and uncovering a massive town conspiracy that reaches all the way to the federal government. Of course most people from law enforcement to the citizenry thing this Frankenstein looking stranger is the bad guy, however, Reacher is nothing if not tenacious and for reasons private and personal he is going to get to the bottom of what is going on in this town.'Reacher' is a bit of a mixed bag. In some ways it is decent and has potential, and in other ways it is bordering on silly. The first comparison to be made is between this show and its star to the two Reacher feature films and their star Tom Cruise. There was much hemming and hawing when Cruise was cast as Jack Reacher as he does not fit the physical dynamic of the character (i.e. Big). Tom Cruise is a lot of things, but big is not one of them. He actually did as well with the role as he could making up for in vitality what he lacked in stature. Along comes Ritchson who is a beast of a man; a truly impressive physical specimen. We now have the appropriate stature, but this version of Reacher is much more subdued and sedate which works well for the character. Every joke now becomes about Reacher's size. Sometimes it is funny and sometimes that humor just becomes excessive and eye rolling. The enemies in this movie are ridiculously, cartoonishly evil, and the mystery is laid out in a convoluted way. For a story with a simple premise sometimes it was hard to keep track of what lead was being followed along with certain character interrelations. Eventually the mystery is solved and a lot of bad guys are killed and maimed in glorious fashion along the way which is basically what you tune in for. Outside of Reacher I wasn't super in love with any of the characters here, but since it seems each season will be a new mystery in a different place character overlap won't be a thing. This first season was a bit weak as far as the story went. The story was basic, a little silly and not very riveting. Ritchson did a good job portraying Reacher and the action was decently entertaining. This series is worthy of continuing. I just hope the writing can be ratcheted up a notch or two, and then this thing has a chance of really getting good.",3,4,/user/ur44376731/?ref_=tt_urv
tt9288030,ur52460694,8,9 February 2022,"Amazon's version of Lee Child's ""Jack Reacher Novel Series"" stars Alan Ritchson as ex-Army Ranger and now retired Military Policeman Jack Reacher who arrives in the fictional town of Margrave, Georgia looking for his brother Joe. He becomes embroiled in a murder investigation first as an unlikely suspect then an informal 'deputy' to Senior Detective Oscar Findlay (Malcolm Goodwin), a Harvard educated black former Boston PD out of place in white rural Georgia and his able, feisty and beautiful Sergeant Rosco Conklin (Willa Fitzgerald). Pretty quickly Reacher finds his brother was a Secret Service agent trying to break open a massive counterfeiting operation secretly run by the wealthy Kliner family who hide their crimes by revitalizing the small town and buying off the mayor and key police.Reacher, Findlay and Rosco must run hard and smart to stay ahead of the rising body count and rampant corruption to avenge the death of his brother Joe and bring the criminals to heel. The series is also punctuated with events that shaped Reacher's early life, and the beginning of his 'take no prisoners' approach, shown as flashbacks to the 12 year old Reacher ably played by 15 year old Maxwell Jenkins.I prefer Ritchson to Tom Cruise as Reacher. He's more physically imposing but maintains his interesting edge of silent, cryptic aloofness. The lead actors across the board are strong and believable, the pace is brisk and the plot lines are taut, flow well and keep you strongly engaged. All round an excellent series.",11,18,/user/ur52460694/?ref_=tt_urv
tt9288030,ur67325954,8,10 February 2022,"There's a lot of dumb ""fun"" nonsense out there.. going in I was skeptical but I was hooked in less than 5 minutes
This was pure entertainment...
Well produced with a great cast..",10,16,/user/ur67325954/?ref_=tt_urv
tt9288030,ur98341434,7,16 February 2022,"A 5 year old would find the plot in parts too far fetched, particularly around the beginning of episode 8. I'm sure there will be a season 2 and if so I'd just say stick more to the Lee Child source material- that's far fetched enough! At times this first series makes ""24"" and ""Die Hard"" look like fly on the wall documentaries, and if you were judging it on believability it would score 3 or 4. It nevertheless gets a 7 from me however, because the lead three cast members are all excellent and there is plenty of good fun to be had along the way, as long as you don't think too hard. Alan Ritchson in particular achieves the near impossible task of making Reacher himself believable as a character and brings a lot of humour to the role and I'd hope to see more of Willa Fitzgerald and Malcolm Goodwin in future seasons. Perhaps think of it as a comic book brought to life and sit down and enjoy the ride!",0,2,/user/ur98341434/?ref_=tt_urv
tt9288030,ur58559599,9,27 February 2022,"Alan Ritchson has arrived and Reacher will catapult his career for the many more seasons to come. He's more believable than Cruise and John Cena has met his match not to mention he looks intelligent. The action Directed by Thomas Vincent is amazing and not to be overlooked. I never felt stuck bing this series that I thought was over kill and wouldn't measure up but it's well thought out. It's usually one or the other, Intelligent with cheesy action or the ladder but Reacher packs a 👊 punch on all fronts. A great new crime action series 90% of viewers will enjoy.",4,7,/user/ur58559599/?ref_=tt_urv
tt9288030,ur48337412,9,17 February 2022,"This series puts Cruise's movies to shame - Alan Ritchson punching through a car window, yes; Tom Cruise, no. Perfect casting also applies all the way down the lineup of supporting characters. The flashbacks to Reachers childhood are exquisitely done, and the acting & direction overall are outstanding. The storyline is well presented, and features such despicably murderous bad guys that the justice meted out to them by the hero is cathartic. The dialog & pacing are crisp, leading to a thoroughly satisfying conclusion. The only thing I didnt like was that the crowbar beatdown Reacher got in one of the fight scenes was uncharacteristically out of place, Looking forward to season 2!",4,8,/user/ur48337412/?ref_=tt_urv
tt9288030,ur46420090,7,17 February 2022,"I wasn't expecting to like this, having read the book, but I was pleasantly surprised.As far I remember the book, it stayed very close to the bookIt was the ending that dissappointed. The last 'shoot out' was unbelieveable and too glib.The last third of the story was also 'watered' down as were the characters, they should have stuck to the original.But very watchable, I binge watched the lot.Just not satisfied with the ending 7.5 / 10.",unknown,User-unknown,/user/ur46420090/?ref_=tt_urv
tt9288030,ur2484839,10,22 February 2022,"I'll take Alan R. Over Tom Cruise any day. Tom who?This is the first time seeing Alan Ritchson in anything but he made me a fan. The series would be just like any other show but they made it interesting. Reacher is funny, sarcastic, intellegent and good looking (gigantic). Something you don't find in too many movies or tv shows these days. Excellent fight scenes, storyline, and great casting chemistry. Lots of a-ha moments. Each episode ends with you wanting more - the way it should be. If you get amazon prime for anything, please get it for Reacher AT LEAST. You won't be disappointed.",4,10,/user/ur2484839/?ref_=tt_urv
